office_title
右金紫光禄大夫
进奏院
经略使
纠察在京刑狱司
九寺五监
郡公
军器监丞
军事判官
郡王
京府左军巡判官
开封府判官
开府仪同三司
开国伯
开国公
开国侯
开国郡公
开国男
开国县公
开国子
考课院
课绩院
客省副使
客省使
库部
郎官
郎中
礼宾院
礼部
礼部尚书
礼部侍郎
枢密院礼房副承旨
礼记博士
理检使
理检院
礼仪院
吏部
吏部尚书
吏部侍郎
枢密院吏房副承旨
两府
两省
两制
灵台郎
流内铨（吏部）
流外铨
六部
六部尚书
六部侍郎
龙图阁待制
龙图阁学士
龙图阁直学士
录事参军事
律学助教
毛诗博士
门下省
秘阁
秘阁校理
秘书丞
秘书省监
秘书郎
秘书省少监
秘书省校书郎
秘书省正字
磨勘京朝官院
磨勘诸路提点刑狱司
牧
幕职官
南班官
内藏库
内殿承制
内殿崇班
内诸司使
判
判官（府州军监）
判司簿尉
判寺事（大理等寺）
平章军国重事
仆射
骑都尉
起居郎
起居舍人
起居院
签书...事
签书判官厅公事
前行
挈壶正
卿
轻车都尉
卿监
司天监秋官正
权
权发遣
劝农使
群牧司
儒林郎
三班奉职
三班借差
三班借职
三丞
三公
三馆
散骑常侍
三少
三省六部
三师
三司
三司判官
殿中省尚乘奉御
上护军
殿中省尚辇奉御
上骑都尉
上轻车都尉
殿中省尚舍奉御
殿中省尚食奉御
尚书
尚书博士
尚书令
尚书省
尚书右仆射
尚书左仆射
尚书左右丞
吏部尚书左右选
殿中省尚药奉御
殿中省尚衣奉御
上柱国
少保
少府监丞
少府监少监
少监
少卿
少师
少尹（府）
舍人
舍人院
审官院
审刑院
拾遗
史馆
使
使臣
使相
使职
侍从
侍郎
吏部侍郎左右选
殿中省
殿中侍御史
司天监冬官正
东上合门副使
东上合门使
供奉官
东头供奉官
西头供奉官
殿前司都点检
都官司(刑部)
都监
都进奏院
都水监
都水监丞
都虞候
都知
尚书省户部度支司
都转运使
端明殿学士
发运副使
发运判官
防御使
飞骑尉
分司
封驳司
奉议郎
左奉议郎
右奉议郎
承议郎
左承议郎
右承议郎
奉直大夫
左奉直大夫
右奉直大夫
奉直郎
府
府牧
驸马都尉
副尉
副使
勾当皇城司公事
合门
合门副使
合门使
合门通事舍人
合门宣赞舍人
合门祗候
合职
公
供备库使
侍御史
侍御史知杂事
侍中
枢密院副承旨
枢密副使
枢密院
枢密直学士
书学博士
庶子
太子诸率府率
太子率更令
帅司
水部
寺
司法参军
四方馆
四方馆使
司户参军
司谏
司空
司寇参军
司理参军
司马
司门
四门博士
四门学
司农寺丞
司农寺卿
司农寺少卿
司农寺
司天
司天监丞
司天监灵台郎
司徒
嗣王
算学博士
台谏官
台院
太保
太常寺博士
太常寺丞
太常礼院
太常礼仪院
太常寺卿
太常寺少卿
太常寺
太府寺丞
太府寺卿
太府寺少卿
太府寺
太傅
太仆寺丞
太仆寺少卿
太仆寺卿
太师
太尉
太学
太学博士
太中大夫
左太中大夫
右太中大夫
太子宾客
太子家令
太子仆
太子少保
太子少傅
太子少师
太子少詹事
太子太保
太子太傅
太子太师
太子洗马
太子右庶子
太子右谕德
太子詹事
太子中允
太子左庶子
太子左谕德
特进
誊录院
提点
路提点刑狱公事
都大提点坑冶铸钱公事
提举茶盐公事
提举常平茶盐公事
提举常平广惠仓兼管勾农田水利差役事
提举西京嵩山崇福宫
提举凤翔府上清太平宫
提举杭州洞霄宫
提举南京鸿庆宫
提点宫观
提点万夀观公事
提点佑神观公事
管勾宫观
管勾祥源观公事
管勾兖州仙源县景灵宫太极观公事
主管台州崇道观
主管成都府玉局观
监岳庙
天文院
天章阁待制
天章阁学士
通奉大夫
左通奉大夫
右通奉大夫
通进司
通判
通仕郎
路同提点刑狱公事
通议大夫
左通议大夫
右通议大夫
通直郎
左通直郎
右通直郎
同中书门下平章事
团练使
推官
三司推官
屯田
外制
王
亲王府傅
亲王府长史
亲王府司马
亲王府谘议参军
郡王友
卫将军
卫尉寺丞
卫尉寺少卿
卫尉寺卿
文林郎
文明殿学士
文思院
武骑尉
西京左藏
西京作坊
西上合门副使
西上合门使
下班祗应
司天监夏官正
县丞
贤良方正
县令
县尉
骁骑尉
小使臣
校尉
刑部
尚书省刑部尚书
修职郎
修撰
宣德郎
左宣德郎
右宣德郎
宣奉大夫
左宣奉大夫
右宣奉大夫
宣奉郎
宣教郎
左宣教郎
右宣教郎
宣徽使
宣徽院
宣议郎
左宣义郎
右宣义郎
学士
学士院
巡检
押衙
言事御史
盐铁司
府尹
引进司副使
引进司使
银青光禄大夫
左银青光禄大夫
右银青光禄大夫
银台司
左班殿直
右班殿直
右补阙
右辅
右谏议大夫
右散骑常侍
右侍禁
右拾遗
右司谏
右正言
虞部
谕德
玉牒所
御史
御史大夫
御史台
御史中丞
员郎
员外郎
云骑尉
宰相
宰执
赞善大夫
昭文馆
正奉大夫
左正奉大夫
右正奉大夫
正言
正议大夫
左正议大夫
右正议大夫
政事堂
知谏院
知令录
知某县事
知制诰
知某州军州事
直馆
直学士
直院
职方
执政
指挥使
制置矾税
中大夫
中奉大夫
左中奉大夫
右中奉大夫
司天监中官正
中散大夫
左中散大夫
右中散大夫
中书
中书令
中书门下
中书舍人
中书省
文德殿钟鼓院
州牧
幕职州县官
州县长吏
周易博士
县主簿
主簿（御史台诸寺监）
柱国
诸司副使
诸司使副
秘书省着作郎
着作佐郎
转运副使
转运司判官
转运使
资政殿大学士
资政殿学士
宗正寺丞
宗正寺卿
宗正寺少卿
宗正寺
左侍禁
左补阙
左藏库
左丞相
右丞相
左辅
左谏议大夫
左散骑常侍
左拾遗
左司谏
尚书省左右司
左(右)名曹
左正言
和安大夫
成和大夫
成安大夫
成全大夫
保和大夫
平和大夫
保安大夫
翰林良医
和安郎
成和郎
成安郎
成全郎
保和郎
平和郎
保安郎
翰林医正
翰林医效
翰林医痊
翰林医愈
翰林医证
翰林医诊
翰林医候
翰林医学
翰林祗候
春官大夫
夏官大夫
秋官大夫
冬官大夫
太史局丞
太史局直长
保章正
局生
骠骑大将军
辅国大将军
镇国大将军
冠军大将军
怀化大将军
云麾将军
归德将军
忠武将军
壮武将军
宣威将军
明威将军
定远将军
宁远将军
游骑将军
游击将军
昭武校尉
昭武副尉
振威校尉
振威副尉
致果校尉
致果副尉
翊麾校尉
翊麾副尉
宣节校尉
宣节副尉
御武校尉
御武副尉
仁勇校尉
仁勇副尉
陪戎校尉
陪戎副尉
三京府判官
留守判官
防御判官
团练判官
京府推官
留守推官
节度推官
观察推官
户曹参军
法曹参军
河阳三城节度使
山南东道节度使
山南西道节度使
剑南东川节度
剑南西川节度
荆南节度使
河东节度使
淮南节度使
节度观察留后
承宣使
遥郡节度观察留后
遥郡承宣使
遥郡观察使
遥郡防御使
遥郡团练使
遥郡刺史
内客省使
武德使
宫苑使
左骐骥使
右骐骥使
内藏库使
左藏库使
东作坊使
西作坊使
庄宅使
六宅使
文思使
内园使
洛苑使
如京使
崇仪使
西京左藏库使
西京作坊使
东染院使
西染院使
礼宾使
皇城副使
武德副使
宫苑副使
左骐骥副使
右骐骥副使
内藏库副使
左藏库副使
东作坊副使
西作坊副使
庄宅副使
六宅副使
文思副使
内园副使
洛苑副使
如京副使
崇仪副使
西京左藏库副使
西京作坊副使
东染院副使
西染院副使
礼宾副使
翰林使
翰林副使
尚食使
尚食副使
御厨使
御厨副使
军器库使
军器库副使
仪鸾使
仪鸾副使
弓箭库使
弓箭库副使
东绫锦使
东绫锦副使
西绫锦使
西绫锦副使
东八作使
东八作副使
西八作使
西八作副使
香药库使
香药库副使
牛羊使
牛羊副使
榷易使
榷易副使
毡毯使
毡毯副使
鞍辔使
鞍辔库副使
酒坊使
酒坊副使
法酒库使
法酒库副使
翰林医官使
翰林医官副使
殿前承旨
借职承旨
文班承旨
三班差使
茶酒班殿侍
披带班殿侍
下班殿侍
大将
正名军将
守阙军将
军大将
甲头
公据
通侍大夫
正侍大夫
宣正大夫
履正大夫
协忠大夫
中侍大夫
中亮大夫
中卫大夫
翊卫大夫
亲卫大夫
拱卫大夫
左武大夫
右武大夫
武功大夫
武德大夫
武显大夫
武节大夫
武略大夫
武经大夫
武义大夫
武翼大夫
正侍郎
宣正郎
履正郎
协忠郎
中侍郎
中亮郎
中卫郎
翊卫郎
亲卫郎
拱卫郎
左武郎
右武郎
武功郎
武德郎
武显郎
武节郎
武略郎
武经郎
武义郎
武翼郎
训武郎
敦武郎
修武郎
从义郎
秉义郎
忠训郎
忠翊郎
成忠郎
保义郎
承节郎
承信郎
进武校尉
进义校尉
进武副尉
进义副尉
守阙进义副尉
进勇副尉
守阙进勇副尉
班官
延福宫使
景福殿使
宣庆使
宣政使
昭宣使
黄门
祗候侍禁
祗候殿直
祗候黄门内品
祗候内品
贴祗候内品
内常侍
殿头
高品
高班
内品
贵妃
淑妃
德妃
贤妃
太仪
淑仪
贵仪
淑容
顺仪
顺容
婉仪
婉容
昭仪
昭容
昭媛
修仪
修容
修媛
充仪
充容
充媛
婕妤
美人
才人
贵人
宸妃
宝林
御女
采女
宫官
知内省事
知尚书内省公事
尚书内省
管勾尚书内省公事
司宫令
尚宫
司言
典言
掌言
司记
典记
掌记
司簿
典簿
掌簿
司闱
典闱
掌闱
尚仪
司籍
典籍
掌籍
司乐
典乐
掌乐
司宾
典宾
掌宾
司赞
彤史
典赞
掌赞
尚服
司宝
典宝
掌宝
司衣
典衣
掌衣
司饰
典饰
掌饰
司仗
典仗
掌仗
尚食
司膳
司酝
典酝
掌酝
司药
典药
掌药
司饎
典饎
掌饎
尚寝
司设
典设
掌设
司舆
典舆
掌舆
司苑
典苑
掌苑
司灯
典灯
掌灯
尚功
司制
典制
掌制
司珍
典珍
掌珍
司䌽
典䌽
掌䌽
司计（女官）
典计
掌计
女史
宫正
司正
内宰
副宰
司治
司教
司仪
司政
司缮
内史
治中
祗候人
御侍
侍御行首
押班殿直
乐使
仙韶使
乐使副使
仙韶副使
管勾仙韶公事
大监
衣服
梳篦
枕被
司给
司寝
汤药
掌灯火
弟子
直笔
尚字直笔
司字直笔
典字直笔
散直
散直行首
散直都行首
乐长
主管大内公事
提举十阁分
辇头
引客
直阁
直门
直仗
监班
宫正直笔
承宣
知书省
红霞帔
紫霞帔
内谒者
勾当左春坊事
勾当右春坊事
管勾左春坊事
管勾右春坊事
同主管左春坊事
同主管右春坊事
提举左春坊事
提举右春坊事
左春坊谒者
右春坊谒者
皇太子宫都监
皇太子宫祗候
皇太子宫承受
太子中舍人
太子舍人
太子侍读
太子侍讲
东宫讲读官
资善堂翊善
资善堂赞读
资善堂直讲
皇太子宫小学教授
资善堂说书
资善堂都监
勾当资善堂
资善堂伴读
资善堂小学教授
太子诸率府副率
太子左卫率府率
太子左卫率府副率
太子右卫率府率
太子右卫率府副率
太子左司御率府率
太子左司御率府副率
太子右司御率府率
太子右司御率府副率
太子左清道率府率
太子左清道率府副率
太子右清道率府率
太子右清道率府副率
太子左监门率府率
太子左监门率府副率
太子右监门率府率
太子右监门率府副率
太子左内率府率
太子左内率府副率
太子右内率府率
太子右内率府副率
公主宅都监
管勾公主宅事
勾当公主宅事
公主宅入位祗应
帝姬宅教授
公主
长公主
大长公主
长帝姬
大长帝姬
帝姬
郡主
宗姬
县主
族姬
郡马
县马
亲王诸宫司使
都大管勾亲王诸宫司
亲王诸宫司都监
亲王府记室参军事
亲王府翊善
亲王府侍讲
亲王府直讲
亲王府赞读
皇子位说书
皇子位伴读
南宅教授
北宅教授
皇姪、皇孙教授
南宫侍教
北宅侍讲
南宅伴读
北宅伴读
南宅讲书
北宅讲书
亲贤宅讲书
睦亲宅小学教授
广亲宅小学教授
诸宫院大学教授
诸王宫大小学教授
宗子博士
睦亲宅都讲
诸王宫都讲
管勾睦亲、广亲宅所
勾当南宫诸院公事
勾当北宅诸院公事
勾当睦亲西宅诸院公事
郡王府都监
郡王府教授
郡王府翊善
郡王府侍讲
郡王府记室参军
直学士院
权直学士院
翰林权直
学士院权直
员外学士
翰林待诏
崇政殿说书
侍读
翰林侍读
读官
侍讲
翰林侍讲
讲官
讲读官
经筵官
入内内侍省
入内都知司
东门都知司
入内内班院
入内内班都知
入内内班押班
入内黄门班院
入内黄门都知
内侍省入内内侍班院
内侍省入内内侍都知
内中高品班院
内中高品都知
里面内班小底都知
内中高品押班
中黄门
入内内品
入内高班
内中高品
入内高品
入内殿头高班
入内殿头高品
入内殿头小底
内中黄门小底
入内西头供奉官
入内供奉官
入内高班内品
入内内侍省都都知
入内内侍省都知司
入内内侍省都知
知入内内侍省事
入内内侍省副都知
同知入内内侍省事
入内内侍省押班
签书入内内侍省事
内常侍(入内内侍省)
入内内侍省内侍班
入内内侍省内东头供奉官
入内内侍省内西头供奉官
入内内侍省内侍殿头
入内内侍省内侍高品
入内内侍省内侍高班
入内内侍省内侍黄门
入内内侍省小黄门
入内内侍省供奉官
入内内侍省左侍禁
入内内侍省右侍禁
入内内侍省左班殿直
入内内侍省右班殿直
入内内侍省祗候班
入内祗候殿头
入内祗候侍禁
入内祗候高品
入内祗候殿直
入内祗候高班内品
入内祗候黄门内品
入内祗候内品
入内祗候小内品
入内贴祗候内品
入内把门内品
入内后苑内品
入内后苑散内品
入内北班内品
入内后苑勾当事内品
入内内侍省寄班
内侍监
内侍少监
内侍省
内侍
内常侍(内侍省)
内给事
内寺伯
宫教博士
掖庭局令
宫闱局令
奚官局令
内仆局令
内府局令
内班院
内班院左班都知
内班院右班都知
内班院左班押班
内班院右班押班
黄门院
黄门院左班押班
黄门院右班押班
内侍省内侍班院
内侍省内侍班院左班都知
内侍省内侍班院右班都知
内侍省内侍班院左班副都知
内侍省内侍班院右班副都知
内侍省内侍班院左班押班
内侍省内侍班院右班押班
内侍省都都知
内侍省左右班都都知
内侍省左右班都知
内侍省左班都知
内侍省右班都知
内侍省都知司
内侍省左班副都知
内侍省右班副都知
内侍省内侍右班副都知
内侍省押班
内侍省内侍押班公事
内侍省内侍押班
内侍省内侍班
内侍省内东头供奉官
内侍省内西头供奉官
内侍省内侍殿头
内侍省内侍高品
内侍省内侍高班
内侍省内侍黄门
内侍省小黄门
内侍省内侍殿直
内侍省祗候班
祗候高品
祗候高班内品
把门内品
后苑内品
后苑勾当事内品
北班内品
散内品
后苑散内品
在京黄门内品
外处拣来内品
西京北班内品
郢州内品
唐州内品
复州内品
内侍省寄班
寄班祗候
寄班供奉
寄班侍禁
寄班殿直
寄班奉职
寄班借职
寄班小底
西京洒扫班
洒扫院子
内侍官
中使
诏使
日边人
阁长
宫都监
勾当御药院
干办御药院
主管御药院
上御药
上御药供奉
御药院祗候
典事
书写崇奉祖宗表词待诏
内东门司
内东门取索司
勾当内东门司
干办内东门司
押司官
后行
监合同凭由司
管勾往来国信所
机宜司
知雄州机宜司
国信司
管勾国信
主管往来国信所
国信所回易库干办公事
掌仪范
大通事
小通事
通事
通事殿侍
译语殿侍
奉使大金国信所
都辖礼物官
引接仪范
书状官
后苑使
权干办后苑官
后苑大主管使臣
提举后苑作生活所
管勾龙图阁
管勾天章阁
管勾宝文阁
勾当龙图阁
勾当天章阁
勾当宝文阁
勾当军头、引见司
干办军头、引见司
勾当翰林院
提举翰林院
提点翰林院
主管翰林天文局
翰林院天文官
翰林局天文官
勾当翰林图画院
翰林图画院待诏
翰林图画院艺学
翰林图画院祗候
勾当翰林御书院
干办翰林御书院
翰林侍书
翰林御书院书写待诏
翰林御书院翰林待诏
翰林御书院翰林书艺学
翰林御书院书学祗候
着绿待诏
赐绯待诏
赐紫待诏
庙令差遣待诏
翰林御书院专知官
翰林御书院副知官
御书院专副
翰林御书院押宿官
提举翰林医官院
主管翰林医官局
直翰林医官院
翰林医官
翰林祗候医人
内宿医官
医师
御医
诊御脉
入内看医
驻泊医官
医职
医工
太医
同中书门下二品
同中书门下平章事、昭文馆大学士
同中书门下平章事、监修国史
左相
右相
尚书左仆射兼门下侍郎
尚书右仆射兼中书侍郎
左揆
右揆
太宰兼门下侍郎
少宰兼中书侍郎
尚书左仆射、同中书门下平章事
尚书右仆射、同中书门下平章事
同平章军国事
平章军国事
少傅
提点中书制敕院五房公事
检正中书五房公事
检正中书孔目房公事
检正中书吏房公事
检正中书户房公事
检正中书礼房公事
检正中书刑房公事
中书五房习学公事
制敕院五房堂后官
发敕官
承旨官
直舍人院
同修起居注
掌起居郎事
掌起居舍人事
知审官院事
判吏部南曹事
知审官东院事
审官东院主簿
知审官西院事
审官西院主簿
判吏部流内铨事
勾当三班院公事
提举兵部、吏部、司封、司勳官告院事
判兵部、吏部、司封、司勳官告院事
判礼仪院
知礼仪院事
同知礼仪院事
判太常礼院
同判太常礼院
知太常礼院
同知太常礼院
太常礼院编纂礼书
提举修敕令
同提举详定一司敕令
详定一司敕令
同详定一司敕令
详定一司敕令所承受
详定一司敕令所都大提举诸司官
提举编类圣政
编类圣政检讨官
同制置三司条例
制置三司条例司检详文字
制置三司条例司相度利害官
看详编修中书条例
同看详编修中书条例
编修中书条例
都大提举在京诸司库务
同都大提举在京诸司库务
都大提举在京诸司库务司勾当公事
判枢密院事
签书枢密院事
同签书枢密院事
领枢密院事
权领枢密院事
权同发遣枢密院事
枢密院承旨
枢密院都承旨
权枢密院副都承旨
枢密院副都承旨
枢密院诸房副承旨
枢密院干办官
枢密院计议官
枢密院检详诸房文字
枢密院编修
知通进银台司公事
知通进银台司兼门下封驳公事
勾当通进银台事兼门下封驳公事
银台司主事
银台司书令史
银台司令史
弓马教头
枢密院将帅
枢密院将佐
都统制
副都统制
统制
统领
将佐
正将
副将
准备将领
偏裨
提领海船
枢密院使臣
准备差使
准备使唤
准备听候使唤
准备差遣
效士
枢密院尅择官
枢密院给使
大程官
枢密院逐房副承旨
主事
令史
书令史
贴房
主管三省枢密院架阁文字
监三省枢密院门
行在三司使
三司总计度使
三司左计使
三司右计使
三计使
判三司事
同判三司事
提点三司公事
都提举三司公事
判留守司三司公事
判行在三司公事
权三司使公事
权三司使
权发遣三司使公事
三司副使
行在三司副使
三部使
三部副使
盐铁使
三司盐铁副使
度支使
三司度支副使
户部使
三司户部副使
权三司盐鐡副使
权三司度支副使
权三司户部副使
权发遣三司副使公事
权发遣三司度支副使公事
权发遣三司户部副使公事
权发遣三司盐铁副使公事
随驾三司判官
总计度司判官
左计司判官
右计司判官
左计司十道判官
右计司十道判官
权发遣三司判官公事
三司盐铁判官
权三司盐铁判官
权发遣三司盐铁判官公事
三司度支判官
权三司度支判官
权发遣三司度支判官公事
三司户部判官
权三司户部判官
权发遣三司户部公事
三司巡官
勾当修造案公事
三部勾院判勾官
判三司盐铁勾院公事
判三司度支勾院公事
判三司户部勾院公事
判三司勾院公事
判三司都勾院
判左计勾院公事
判右计勾院公事
判三司都磨勘司公事
三司开拆司推官
判三司开拆司公事
判三司都理欠凭由司
权管勾三司都理欠凭由司公事
判户部凭由司
判盐铁凭由司
判度支凭由司
都大提举河渠司
勾当河渠司公事
知三司推勘院事
管勾三司推勘官
在京都粮料使
西京粮料院使
勾当诸司粮料院公事
勾当马军粮料院公事
勾当步军粮料院公事
勾当马步军专勾司公事
提举三司帐司、勾院磨勘司
提举三司帐勾磨勘司
同提举三司帐司勾院磨勘司
权发遣提举三司帐司勾院磨勘司
监金耀门书库
三司军将
三司大将
三司孔目官
三司都勾押官
三司勾复官
宣徽南院使
宣徽北院使
群牧制置使
制置群牧使
群牧使
权群牧制置使
同群牧制置使
同群牧使
勾当制置群牧司事
群牧副使
群牧都监
群牧判官
权群牧判官
权发遣群牧判官公事
同群牧事知州、军
提点左厢诸监公事
提点右厢诸监公事
勾当估马司公事
马官
监牧指挥使
勾当监公事
监主簿
河南监牧使
河北监牧使
监牧使
提举陜西等路监牧及买马公事
提举陜西等路买马监牧司勾当公事
提举秦凤等路买马监牧司
紫宸殿学士
延和殿学士
宣和殿学士
保和殿学士
保和殿大学士
述古殿学士
阁学士
阁直学士
阁待制
直龙图阁
天章阁直学士
直天章阁
天章阁侍讲
宝文阁学士
宝文阁直学士
宝文阁待制
直宝文阁
显谟阁学士
显谟阁直学士
显谟阁待制
直显谟阁
徽猷阁学士
徽猷阁直学士
徽猷阁待制
直徽猷阁
敷文阁学士
敷文阁直学士
敷文阁待制
直敷文阁
焕章阁学士
焕章阁直学士
焕章阁待制
直焕章阁
华文阁学士
华文阁直学士
华文阁待制
直华文阁
宝谟阁学士
宝谟阁直学士
宝谟阁待制
直宝谟阁
宝章阁学士
宝章阁直学士
宝章阁待制
直宝章阁
显文阁学士
显文阁直学士
显文阁待制
直显文阁
监三馆书籍秘阁图书
点检三馆秘阁书籍
同勾当三馆秘阁事
崇文院检讨
崇文院校书
昭文馆大学士
编校昭文馆书籍
直昭文馆
判昭文馆事
监修国史
史馆修撰
判史馆事
直史馆
史馆编修
史馆检讨
史馆祗候
史馆校勘
编校史馆书籍
集贤殿大学士
集贤院大学士
集贤殿直学士
集贤院学士
判集贤院事
直集贤院
集贤院校理
编校集贤院书籍
直秘阁
提辖秘阁供御图书
判秘阁事
监秘阁图书
编校秘阁书籍
馆阁编校书籍
馆阁校勘
集贤殿修撰
集英殿修撰
右文殿修撰
秘阁修撰
直睿思殿
睿思殿供奉
三省都录事
判门下省事
外符宝郎
内符宝郎
录事[门下、中书、尚书省]
守当官
守阙守当官
点检通进司公事
监通进司官
承转承接亲从官
承转承接亲事官
承转承接亲从亲事官
奏禀使臣
主管通进司文字
钤辖诸道进奏院
监都进奏院
勾当都进奏院公事
进奏官
知后官
私名副知
守阙副知
守阙进奏官
拣中副知
判登闻检院事
监登闻检院
监登闻检院门
主管检匣
判登闻院事
勾当登闻院公事
知登闻院事
勾当鼓司公事
判登闻鼓院事
同判登闻鼓院事
监登闻鼓院门
判中书省事
权中书舍人
中书检正逐房公事
中书检正吏房公事
中书检正户房公事
中书检正礼房公事
中书检正刑房公事
中书检正孔目房公事
中书逐房习学公事
中书门下省检正诸房公事
权判尚书都省事
权判行在尚书省
尚书省左丞
尚书省右丞
尚书省左司郎中
尚书省右司郎中
尚书省左司员外郎
尚书省右司员外郎
尚书省习学公事
尚书省都事
御营使
御营副使
御营司参赞军事
御营司参议官
御营使司提举一行事务
御营使司都统制
御营使司副都统制
御营都副统制
御营五军统制军马官
御营使司前军统制官
御营使司后军统制官
御营使司左军统制官
御营使司右军统制官
御营使司中军统制官
御营使司都统司统领
御营使司左军都统制
御营使司右军都统制
御营使司平寇左将军
御营使司平寇前将军
御营使司主管机宜文字
御营宿卫使
御营宿卫使司先锋军都统制
御营宿卫使司前军都统制
御营宿卫使司右军统制
御营宿卫使司左军统制
御营宿卫使司中军统制
御营宿卫使司随军都转运使
御营宿卫使司书写机宜文字
提举修政局
同提举修政局
制国用使
同知国用事
国用使
国用司参计官
国用司同参计官
监榷货务都茶场
提辖榷货务兼都茶场
提领榷货务都茶场所干办公事
提领左藏封桩库
监左藏封桩库
监左藏封桩门
左藏封桩库副知
提举尚书省讲议司
讲议司详定官
讲议司参详官
讲议司检讨文字
讲议司宗室检讨文字
讲议司冗官检讨文字
讲议司国用检讨文字
讲议司赋调检讨文字
讲议司商旅检讨文字
讲议司盐泽检讨文字
讲议司尹牧检讨文字
尚书省讲议司检阅文字
监尚书省六部门
管勾尚书六部架阁库
判吏部事
吏部左选侍郎
吏部右选侍郎
尚书省吏部郎中
尚书省吏部员外郎
判司封司事
司封司郎中
司封司员外郎
判司勳司事
司勳司郎中
司勳司员外郎
判考功司事
尚书省吏部考功司郎中
尚书省吏部考功司员外郎
主管尚书省吏部架阁文字
主管尚书省制造官告局
主管官告院
判尚书省户部事
权尚书省户部尚书
户部左曹侍郎
户部右曹侍郎
权户部侍郎
户部司郎中
户部司员外郎
户部左曹郎中
户部左曹员外郎
户部右曹郎中
户部右曹员外郎
判度支司事
尚书省户部度支司郎中
尚书省户部度支司员外郎
判金部司事
尚书省户部金部司郎中
尚书省户部金部司员外郎
判仓部司事
尚书省户部仓部司郎中
尚书省户部仓部司员外郎
主管尚书省户部架阁文字
判礼部事
权礼部尚书
权礼部侍郎
尚书省礼部司郎中
尚书省礼部司员外郎
判祠部司事
尚书省礼部祠部司郎中
尚书省礼部祠部司员外郎
尚书省礼部主客司
尚书省吏部主客司员外郎
尚书省礼部膳部司郎中
尚书省礼部膳部司员外郎
知礼部贡举事
判尚书省兵部事
同判尚书省兵部事
权兵部尚书
